Case Number,Filing Date,Case Status
19C51480  ,1/23/19,Active/C
19C51486  ,1/23/19,Active/C
19C51488  ,1/23/19,Active/C
19C51487  ,1/23/19,Active/C
19C51489  ,1/23/19,Closed
19C51492  ,1/23/19,Active/C
19C51491  ,1/23/19,Closed
19C51490  ,1/23/19,Active/C
19C51496  ,1/23/19,Active/C
19C51493  ,1/23/19,Active/C
19C51494  ,1/23/19,Closed
19C51495  ,1/23/19,Active/C
19C51497  ,1/23/19,Closed
19C51498  ,1/23/19,Closed
19C51500  ,1/23/19,Closed
19C51499  ,1/23/19,Closed
19C51558  ,1/24/19,Active/C
19C51644  ,1/24/19,Active/C
19C51648  ,1/24/19,Active
19C51650  ,1/25/19,Active/C
19C51655  ,1/25/19,Closed
19C51691  ,1/25/19,Closed
19C51690  ,1/25/19,Closed
19C51689  ,1/25/19,Active/C
19C51693  ,1/25/19,Closed
19C51697  ,1/25/19,Active/C
19C51695  ,1/25/19,Active/C
19C51696  ,1/25/19,Closed
19C51692  ,1/25/19,Closed
19C51694  ,1/25/19,Active/C
19C51699  ,1/25/19,Active/C
19C51698  ,1/25/19,Active/C
19C51701  ,1/25/19,Closed
19C51700  ,1/27/19,Active/C
19C51788  ,1/28/19,Closed
19C51786  ,1/28/19,Active/C
19C51787  ,1/28/19,Active/C
19C51785  ,1/28/19,Active/C
19C51791  ,1/28/19,Closed
19C51790  ,1/28/19,Active/C
19C51793  ,1/28/19,Closed
19C51792  ,1/28/19,Active/C
19C51789  ,1/28/19,Closed
19C51794  ,1/28/19,Closed
19C51798  ,1/28/19,Closed
19C51795  ,1/28/19,Active/C
19C51796  ,1/28/19,Closed
19C51797  ,1/28/19,Closed
19C51870  ,1/29/19,Active/C
19C51879  ,1/29/19,Active/C
19C51880  ,1/29/19,Active/C
19C51894  ,1/29/19,Active/C
19C51921  ,1/30/19,Active/C
19C51925  ,1/30/19,Active/C
19C51924  ,1/30/19,Closed
19C51923  ,1/30/19,Active/C
19C51922  ,1/30/19,Active/C
19C51950  ,1/30/19,Active/C
19C51954  ,1/30/19,Active/C
19C51974  ,1/30/19,Closed
19C51976  ,1/30/19,Closed
19C51975  ,1/30/19,Active/C
19C51973  ,1/30/19,Active/C
19C51977  ,1/30/19,Closed
19C51982  ,1/30/19,Active/C
19C51979  ,1/30/19,Closed
19C51978  ,1/30/19,Active/C
19C51980  ,1/30/19,Closed
19C51981  ,1/30/19,Active
19C51983  ,1/30/19,Active
19C51989  ,1/30/19,Active
19C51984  ,1/30/19,Active/C
19C51986  ,1/30/19,Active/C
19C51985  ,1/30/19,Active/C
19C51987  ,1/30/19,Closed
19C51993  ,1/30/19,Active
19C51992  ,1/30/19,Active
19C51990  ,1/30/19,Active
19C51988  ,1/30/19,Active
19C51991  ,1/30/19,Active
19C52034  ,1/31/19,Active/C
19C52036  ,1/31/19,Active
19C52045  ,1/31/19,Closed
19C52046  ,1/31/19,Active/C
19C52077  ,2/1/19,Closed
19C52076  ,2/1/19,Active/C
19C52074  ,2/1/19,Active/C
19C52065  ,2/1/19,Closed
19C52064  ,2/1/19,Closed
19C52066  ,2/1/19,Closed
19C52068  ,2/1/19,Active/C
19C52067  ,2/1/19,Closed
19C52069  ,2/1/19,Active/C
19C52073  ,2/1/19,Closed
19C52070  ,2/1/19,Closed
19C52071  ,2/1/19,Active/C
19C52072  ,2/1/19,Active/C
19C52078  ,2/1/19,Active/C
19C52075  ,2/2/19,Closed
19C52079  ,2/2/19,Closed
19C52109  ,2/4/19,Closed
19C52104  ,2/4/19,Active
19C52105  ,2/4/19,Closed
19C52093  ,2/4/19,Closed
19C52098  ,2/4/19,Closed
19C52169  ,2/4/19,Closed
19C52096  ,2/4/19,Closed
19C52100  ,2/4/19,Active/C
19C52095  ,2/4/19,Active/C
19C52097  ,2/4/19,Active
19C52111  ,2/4/19,Closed
19C52101  ,2/4/19,Closed
19C52110  ,2/4/19,Active
19C52099  ,2/4/19,Closed
19C52094  ,2/4/19,Closed
19C52103  ,2/4/19,Closed
19C52107  ,2/4/19,Closed
19C52112  ,2/4/19,Closed
19C52102  ,2/4/19,Closed
19C52106  ,2/4/19,Closed
19C52174  ,2/4/19,Closed
19C52136  ,2/4/19,Active/C
19C52138  ,2/4/19,Active/C
19C52137  ,2/4/19,Closed
19C52139  ,2/4/19,Closed
19C52192  ,2/5/19,Closed
19C52248  ,2/6/19,Active/C
19C52254  ,2/6/19,Active/C
19C52260  ,2/6/19,Closed
19C52253  ,2/6/19,Active
19C52265  ,2/6/19,Closed
19C52268  ,2/6/19,Active/C
19C52262  ,2/6/19,Closed
19C52267  ,2/6/19,Active/C
19C52261  ,2/6/19,Active/C
19C52266  ,2/6/19,Closed
19C52270  ,2/6/19,Closed
19C52269  ,2/6/19,Closed
19C52285  ,2/7/19,Closed
19C52290  ,2/7/19,Closed
19C52309  ,2/7/19,Active/C
19C52384  ,2/8/19,Active/C
19C52385  ,2/8/19,Active
19C52328  ,2/8/19,Closed
19C52345  ,2/8/19,Closed
19C52334  ,2/8/19,Closed
19C52340  ,2/8/19,Active/C
19C52323  ,2/8/19,Active/C
19C52355  ,2/8/19,Active/C
19C52361  ,2/8/19,Active/C
19C52360  ,2/8/19,Closed
19C52350  ,2/8/19,Closed
19C52362  ,2/8/19,Active/C
19C52364  ,2/8/19,Closed
19C52356  ,2/8/19,Closed
19C52357  ,2/8/19,Closed
19C52363  ,2/8/19,Closed
19C52358  ,2/8/19,Closed
19C52324  ,2/8/19,Active/C
19C52352  ,2/8/19,Closed
19C52354  ,2/8/19,Active/C
19C52359  ,2/8/19,Closed
19C52353  ,2/8/19,Active/C
19C52351  ,2/8/19,Active/C
19C52346  ,2/8/19,Active/C
19C52327  ,2/8/19,Active/C
19C52330  ,2/8/19,Closed
19C52325  ,2/8/19,Closed
19C52329  ,2/8/19,Closed
19C52326  ,2/8/19,Active/C
19C52331  ,2/8/19,Closed
19C52335  ,2/8/19,Active/C
19C52337  ,2/8/19,Closed
19C52347  ,2/8/19,Closed
19C52338  ,2/8/19,Closed
19C52336  ,2/8/19,Closed
19C52333  ,2/8/19,Closed
19C52332  ,2/8/19,Closed
19C52342  ,2/8/19,Active/C
19C52339  ,2/8/19,Closed
19C52344  ,2/8/19,Closed
19C52341  ,2/8/19,Closed
19C52343  ,2/8/19,Closed
19C52349  ,2/8/19,Active/C
19C52348  ,2/8/19,Closed
19C52386  ,2/8/19,Active
19C52445  ,2/11/19,Active/C
19C52446  ,2/11/19,Active/C
19C52417  ,2/11/19,Closed
19C52451  ,2/11/19,Active/C
19C52422  ,2/11/19,Closed
19C52518  ,2/12/19,Closed
19C52456  ,2/12/19,Closed
19C52460  ,2/12/19,Active/C
19C52457  ,2/12/19,Active/C
19C52476  ,2/12/19,Active/C
19C52459  ,2/12/19,Active/C
19C52458  ,2/12/19,Closed
19C52461  ,2/12/19,Closed
19C52463  ,2/12/19,Active/C
19C52467  ,2/12/19,Closed
19C52468  ,2/12/19,Closed
19C52466  ,2/12/19,Closed
19C52462  ,2/12/19,Active/C
19C52470  ,2/12/19,Closed
19C52471  ,2/12/19,Active/C
19C52469  ,2/12/19,Active/C
19C52473  ,2/12/19,Closed
19C52472  ,2/12/19,Closed
19C52481  ,2/12/19,Active/C
19C52479  ,2/12/19,Closed
19C52475  ,2/12/19,Closed
19C52477  ,2/12/19,Closed
19C52474  ,2/12/19,Active/C
19C52478  ,2/12/19,Closed
19C52480  ,2/12/19,Closed
19C52482  ,2/12/19,Closed
19C52488  ,2/12/19,Closed
19C52489  ,2/12/19,Closed
19C52483  ,2/12/19,Closed
19C52484  ,2/12/19,Active/C
19C52485  ,2/12/19,Closed
19C52487  ,2/12/19,Closed
19C52495  ,2/12/19,Active/C
19C52491  ,2/12/19,Closed
19C52494  ,2/12/19,Closed
19C52493  ,2/12/19,Closed
19C52496  ,2/12/19,Active/C
19C52490  ,2/12/19,Closed
19C52492  ,2/12/19,Closed
19C52503  ,2/12/19,Closed
19C52498  ,2/12/19,Active/C
19C52504  ,2/12/19,Closed
19C52500  ,2/12/19,Closed
19C52497  ,2/12/19,Closed
19C52501  ,2/12/19,Closed
19C52502  ,2/12/19,Closed
19C52499  ,2/12/19,Closed
19C52506  ,2/12/19,Active/C
19C52510  ,2/12/19,Closed
19C52508  ,2/12/19,Closed
19C52507  ,2/12/19,Active/C
19C52509  ,2/12/19,Active/C
19C52511  ,2/12/19,Active/C
19C52505  ,2/12/19,Closed
19C52513  ,2/12/19,Active/C
19C52516  ,2/12/19,Closed
19C52514  ,2/12/19,Closed
19C52517  ,2/12/19,Active/C
19C52512  ,2/12/19,Active/C
19C52515  ,2/12/19,Active/C
19C52486  ,2/12/19,Active/C
19C52602  ,2/12/19,Closed
19C52787  ,2/12/19,Active/C
19C52788  ,2/12/19,Active/C
19C52789  ,2/12/19,Active/C
19C52790  ,2/12/19,Closed
19C52791  ,2/12/19,Closed
19C52792  ,2/12/19,Active/C
19C52793  ,2/12/19,Closed
19C52794  ,2/12/19,Active
19C52795  ,2/12/19,Active/C
19C52564  ,2/12/19,Active/C
19C52565  ,2/12/19,Active/C
19C52568  ,2/12/19,Closed
19C52566  ,2/12/19,Closed
19C52567  ,2/12/19,Closed
19C52572  ,2/12/19,Closed
19C52569  ,2/12/19,Closed
19C52570  ,2/12/19,Closed
19C52571  ,2/12/19,Closed
19C52579  ,2/12/19,Closed
19C52577  ,2/12/19,Active/C
19C52573  ,2/12/19,Closed
19C52575  ,2/12/19,Closed
19C52574  ,2/12/19,Active/C
19C52578  ,2/12/19,Closed
19C52576  ,2/12/19,Active/C
19C52580  ,2/12/19,Active
19C52582  ,2/12/19,Active/C
19C52584  ,2/12/19,Active/C
19C52586  ,2/12/19,Closed
19C52583  ,2/12/19,Active/C
19C52581  ,2/12/19,Closed
19C52589  ,2/12/19,Active/C
19C52590  ,2/12/19,Closed
19C52592  ,2/12/19,Closed
19C52588  ,2/12/19,Active/C
19C52587  ,2/12/19,Closed
19C52591  ,2/12/19,Active/C
19C52593  ,2/12/19,Closed
19C52596  ,2/12/19,Active/C
19C52585  ,2/12/19,Active/C
19C52597  ,2/12/19,Active/C
19C52594  ,2/12/19,Closed
19C52598  ,2/12/19,Closed
19C52595  ,2/12/19,Active/C
19C52673  ,2/12/19,Active/C
19C52599  ,2/12/19,Active/C
19C52600  ,2/12/19,Closed
19C52601  ,2/12/19,Closed
19C52671  ,2/12/19,Closed
19C52672  ,2/12/19,Active/C
19C52670  ,2/12/19,Closed
19C52675  ,2/12/19,Closed
19C52676  ,2/12/19,Active/C
19C52674  ,2/12/19,Closed
19C52680  ,2/12/19,Closed
19C52681  ,2/12/19,Closed
19C52685  ,2/12/19,Closed
19C52683  ,2/12/19,Closed
19C52684  ,2/12/19,Closed
19C52682  ,2/12/19,Closed
19C52687  ,2/12/19,Closed
19C52688  ,2/12/19,Closed
19C52689  ,2/12/19,Closed
19C52686  ,2/12/19,Closed
19C52690  ,2/12/19,Closed
19C52695  ,2/12/19,Closed
19C52692  ,2/12/19,Closed
19C52693  ,2/12/19,Closed
19C52696  ,2/12/19,Closed
19C52691  ,2/12/19,Closed
19C52694  ,2/12/19,Closed
19C52702  ,2/12/19,Active/C
19C52697  ,2/12/19,Active/C
19C52704  ,2/12/19,Active/C
19C52698  ,2/12/19,Closed
19C52701  ,2/12/19,Active/C
19C52699  ,2/12/19,Closed
19C52700  ,2/12/19,Active/C
19C52703  ,2/12/19,Active/C
19C52710  ,2/12/19,Closed
19C52709  ,2/12/19,Closed
19C52711  ,2/12/19,Closed
19C52712  ,2/12/19,Closed
19C52705  ,2/12/19,Closed
19C52706  ,2/12/19,Active/C
19C52707  ,2/12/19,Active/C
19C52714  ,2/12/19,Active/C
19C52718  ,2/12/19,Closed
19C52716  ,2/12/19,Closed
19C52713  ,2/12/19,Active/C
19C52719  ,2/12/19,Active/C
19C52720  ,2/12/19,Closed
19C52715  ,2/12/19,Active/C
19C52717  ,2/12/19,Active/C
19C52722  ,2/12/19,Closed
19C52724  ,2/12/19,Active/C
19C52726  ,2/12/19,Closed
19C52725  ,2/12/19,Active/C
19C52723  ,2/12/19,Active/C
19C52721  ,2/12/19,Closed
19C52727  ,2/12/19,Closed
19C52733  ,2/12/19,Closed
19C52728  ,2/12/19,Closed
19C52735  ,2/12/19,Active/C
19C52731  ,2/12/19,Closed
19C52729  ,2/12/19,Closed
19C52730  ,2/12/19,Closed
19C52734  ,2/12/19,Active/C
19C52732  ,2/12/19,Active/C
19C52737  ,2/12/19,Active/C
19C52738  ,2/12/19,Closed
19C52736  ,2/12/19,Closed
19C52605  ,2/12/19,Closed
19C52609  ,2/12/19,Closed
19C52608  ,2/12/19,Active/C
19C52606  ,2/12/19,Closed
19C52610  ,2/12/19,Active/C
19C52604  ,2/12/19,Closed
19C52607  ,2/12/19,Active/C
19C52611  ,2/12/19,Active/C
19C52612  ,2/12/19,Closed
19C52614  ,2/12/19,Closed
19C52613  ,2/12/19,Closed
19C52616  ,2/12/19,Closed
19C52617  ,2/12/19,Active/C
19C52615  ,2/12/19,Closed
19C52618  ,2/12/19,Active/C
19C52619  ,2/12/19,Closed
19C52624  ,2/12/19,Active/C
19C52620  ,2/12/19,Closed
19C52623  ,2/12/19,Closed
19C52621  ,2/12/19,Closed
19C52622  ,2/12/19,Active/C
19C52603  ,2/12/19,Active/C
19C52626  ,2/12/19,Closed
19C52627  ,2/12/19,Closed
19C52625  ,2/12/19,Closed
19C52628  ,2/12/19,Closed
19C52630  ,2/12/19,Active/C
19C52629  ,2/12/19,Closed
19C52632  ,2/12/19,Closed
19C52633  ,2/12/19,Closed
19C52635  ,2/12/19,Closed
19C52634  ,2/12/19,Closed
19C52739  ,2/12/19,Closed
19C52636  ,2/12/19,Active/C
19C52631  ,2/12/19,Closed
19C52641  ,2/12/19,Active/C
19C52639  ,2/12/19,Active/C
19C52638  ,2/12/19,Closed
19C52640  ,2/12/19,Active/C
19C52644  ,2/12/19,Closed
19C52637  ,2/12/19,Closed
19C52642  ,2/12/19,Closed
19C52646  ,2/12/19,Closed
19C52660  ,2/12/19,Closed
19C52645  ,2/12/19,Closed
19C52647  ,2/12/19,Active/C
19C52643  ,2/12/19,Closed
19C52655  ,2/12/19,Closed
19C52649  ,2/12/19,Closed
19C52658  ,2/12/19,Closed
19C52648  ,2/12/19,Active/C
19C52652  ,2/12/19,Closed
19C52650  ,2/12/19,Closed
19C52661  ,2/12/19,Closed
19C52651  ,2/12/19,Closed
19C52662  ,2/12/19,Closed
19C52654  ,2/12/19,Closed
19C52656  ,2/12/19,Closed
19C52740  ,2/12/19,Closed
19C52657  ,2/12/19,Closed
19C52741  ,2/12/19,Active/C
19C52663  ,2/12/19,Closed
19C52653  ,2/12/19,Closed
19C52659  ,2/12/19,Active/C
19C52743  ,2/12/19,Closed
19C52748  ,2/12/19,Active/C
19C52744  ,2/12/19,Active/C
19C52742  ,2/12/19,Closed
19C52664  ,2/12/19,Closed
19C52745  ,2/12/19,Active/C
19C52746  ,2/12/19,Closed
19C52747  ,2/12/19,Active/C
19C52754  ,2/12/19,Active/C
19C52755  ,2/12/19,Closed
19C52753  ,2/12/19,Closed
19C52749  ,2/12/19,Active/C
19C52752  ,2/12/19,Active/C
19C52750  ,2/12/19,Closed
19C52751  ,2/12/19,Active/C
19C52756  ,2/12/19,Active/C
19C52757  ,2/12/19,Active/C
19C52768  ,2/12/19,Closed
19C52777  ,2/12/19,Active/C
19C52780  ,2/12/19,Closed
19C52761  ,2/12/19,Active/C
19C52760  ,2/12/19,Closed
19C52762  ,2/12/19,Active/C
19C52759  ,2/12/19,Closed
19C52758  ,2/12/19,Closed
19C52770  ,2/12/19,Closed
19C52767  ,2/12/19,Closed
19C52764  ,2/12/19,Closed
19C52766  ,2/12/19,Active/C
19C52765  ,2/12/19,Closed
19C52763  ,2/12/19,Active/C
19C52769  ,2/12/19,Active/C
19C52773  ,2/12/19,Active/C
19C52775  ,2/12/19,Closed
19C52776  ,2/12/19,Active/C
19C52771  ,2/12/19,Active/C
19C52774  ,2/12/19,Active/C
19C52772  ,2/12/19,Closed
19C52781  ,2/12/19,Closed
19C52782  ,2/12/19,Closed
19C52799  ,2/12/19,Active/C
19C52801  ,2/12/19,Active/C
19C52796  ,2/12/19,Closed
19C52803  ,2/12/19,Active/C
19C52832  ,2/13/19,Active/C
19C52833  ,2/13/19,Active/C
19C52850  ,2/13/19,Closed
19C52843  ,2/13/19,Active/C
19C52844  ,2/13/19,Closed
19C52851  ,2/13/19,Closed
19C52846  ,2/13/19,Closed
19C52848  ,2/13/19,Closed
19C52845  ,2/13/19,Active/C
19C52855  ,2/13/19,Closed
19C52854  ,2/13/19,Closed
19C52849  ,2/13/19,Active/C
19C52853  ,2/13/19,Closed
19C52856  ,2/13/19,Closed
19C52857  ,2/13/19,Closed
19C52858  ,2/13/19,Active/C
19C52867  ,2/13/19,Active/C
19C52865  ,2/13/19,Active/C
19C52863  ,2/13/19,Active/C
19C52847  ,2/13/19,Active/C
19C52861  ,2/13/19,Closed
19C52870  ,2/13/19,Closed
19C52868  ,2/13/19,Active/C
19C52860  ,2/13/19,Closed
19C52866  ,2/13/19,Closed
19C52871  ,2/13/19,Closed
19C52859  ,2/13/19,Closed
19C52882  ,2/13/19,Closed
19C52864  ,2/13/19,Active/C
19C52862  ,2/13/19,Closed
19C52881  ,2/13/19,Active/C
19C52875  ,2/13/19,Closed
19C52873  ,2/13/19,Active/C
19C52869  ,2/13/19,Closed
19C52876  ,2/13/19,Active/C
19C52874  ,2/13/19,Closed
19C52872  ,2/13/19,Closed
19C52878  ,2/13/19,Closed
19C52889  ,2/13/19,Closed
19C52886  ,2/13/19,Active/C
19C52885  ,2/13/19,Closed
19C52887  ,2/13/19,Closed
19C52884  ,2/13/19,Closed
19C52879  ,2/13/19,Closed
19C52877  ,2/13/19,Closed
19C52883  ,2/13/19,Closed
19C52888  ,2/13/19,Closed
19C52852  ,2/13/19,Active
19C52916  ,2/14/19,Active/C
19C52919  ,2/14/19,Active/C
19C52920  ,2/14/19,Active/C
19C52915  ,2/14/19,Active/C
19C52921  ,2/14/19,Active/C
19C52922  ,2/14/19,Active/C
19C52923  ,2/14/19,Active/C
19C52924  ,2/14/19,Active/C
19C52926  ,2/14/19,Active/C
19C52927  ,2/14/19,Active/C
19C52928  ,2/14/19,Active/C
19C52929  ,2/14/19,Active/C
19C52930  ,2/14/19,Active/C
19C52931  ,2/14/19,Active/C
19C52932  ,2/14/19,Active/C
19C52933  ,2/14/19,Active/C
19C53098  ,2/14/19,Active/C
19C52947  ,2/14/19,Active/C
19C52948  ,2/14/19,Closed
19C52951  ,2/14/19,Closed
19C52950  ,2/14/19,Active/C
19C52949  ,2/14/19,Active/C
19C52955  ,2/14/19,Active/C
19C52953  ,2/14/19,Closed
19C52952  ,2/14/19,Closed
19C52954  ,2/14/19,Closed
19C52956  ,2/14/19,Active/C
19C52957  ,2/14/19,Closed
19C52961  ,2/14/19,Active/C
19C52959  ,2/14/19,Active/C
19C52958  ,2/14/19,Closed
19C52964  ,2/14/19,Active/C
19C52962  ,2/14/19,Active/C
19C52963  ,2/14/19,Closed
19C52971  ,2/14/19,Active/C
19C52969  ,2/14/19,Closed
19C52967  ,2/14/19,Closed
19C52966  ,2/14/19,Active/C
19C52965  ,2/14/19,Closed
19C52974  ,2/14/19,Closed
19C52973  ,2/14/19,Active/C
19C52976  ,2/14/19,Active/C
19C52975  ,2/14/19,Active/C
19C52977  ,2/14/19,Closed
19C52978  ,2/14/19,Active/C
19C52981  ,2/14/19,Active/C
19C52979  ,2/14/19,Closed
19C52982  ,2/14/19,Active
19C52980  ,2/14/19,Closed
19C52984  ,2/14/19,Closed
19C52983  ,2/14/19,Active
19C52986  ,2/14/19,Closed
19C52985  ,2/14/19,Active
19C52987  ,2/14/19,Active/C
19C52992  ,2/14/19,Closed
19C52989  ,2/14/19,Closed
19C52993  ,2/14/19,Active/C
19C52991  ,2/14/19,Active/C
19C52988  ,2/14/19,Closed
19C52990  ,2/14/19,Active/C
19C52994  ,2/14/19,Closed
19C52997  ,2/14/19,Active/C
19C52995  ,2/14/19,Active/C
19C52996  ,2/14/19,Active/C
19C52998  ,2/14/19,Active/C
19C53001  ,2/14/19,Closed
19C53000  ,2/14/19,Active/C
19C52999  ,2/14/19,Active/C
19C53002  ,2/14/19,Closed
19C53005  ,2/14/19,Closed
19C53008  ,2/14/19,Active/C
19C53004  ,2/14/19,Active/C
19C53006  ,2/14/19,Closed
19C53003  ,2/14/19,Active/C
19C53007  ,2/14/19,Active/C
19C53012  ,2/14/19,Active/C
19C53011  ,2/14/19,Closed
19C53013  ,2/14/19,Closed
19C53009  ,2/14/19,Active/C
19C53010  ,2/14/19,Closed
19C53014  ,2/14/19,Active/C
19C53015  ,2/14/19,Closed
19C53021  ,2/14/19,Closed
19C53020  ,2/14/19,Closed
19C53019  ,2/14/19,Closed
19C53018  ,2/14/19,Closed
19C53016  ,2/14/19,Closed
19C53017  ,2/14/19,Closed
19C53026  ,2/14/19,Closed
19C53025  ,2/14/19,Active/C
19C53024  ,2/14/19,Closed
19C53028  ,2/14/19,Closed
19C53027  ,2/14/19,Closed
19C53023  ,2/14/19,Closed
19C53022  ,2/14/19,Closed
19C53031  ,2/14/19,Closed
19C53033  ,2/14/19,Closed
19C53035  ,2/14/19,Closed
19C53034  ,2/14/19,Active/C
19C53032  ,2/14/19,Active/C
19C53029  ,2/14/19,Active/C
19C53030  ,2/14/19,Active/C
19C53038  ,2/14/19,Closed
19C53042  ,2/14/19,Closed
19C53039  ,2/14/19,Active/C
19C53055  ,2/14/19,Active/C
19C53044  ,2/14/19,Closed
19C53036  ,2/14/19,Closed
19C53040  ,2/14/19,Active/C
19C53054  ,2/14/19,Closed
19C53056  ,2/14/19,Closed
19C53057  ,2/14/19,Active/C
19C53051  ,2/14/19,Closed
19C53058  ,2/14/19,Active/C
19C53050  ,2/14/19,Active/C
19C53045  ,2/14/19,Closed
19C53060  ,2/14/19,Closed
19C53049  ,2/14/19,Active/C
19C53053  ,2/14/19,Active/C
19C53059  ,2/14/19,Active/C
19C53041  ,2/14/19,Active/C
19C53052  ,2/14/19,Active/C
19C53043  ,2/14/19,Closed
19C53047  ,2/14/19,Closed
19C53046  ,2/14/19,Active/C
19C53169  ,2/15/19,Active
19C53071  ,2/15/19,Active/C
19C53087  ,2/15/19,Closed
19C53076  ,2/15/19,Closed
19C53086  ,2/15/19,Active/C
19C53088  ,2/15/19,Active/C
19C53081  ,2/15/19,Closed
19C53082  ,2/15/19,Active/C
19C53083  ,2/15/19,Closed
19C53084  ,2/15/19,Closed
19C53089  ,2/15/19,Closed
19C53090  ,2/15/19,Closed
19C53079  ,2/15/19,Closed
19C53077  ,2/15/19,Closed
19C53085  ,2/15/19,Closed
19C53078  ,2/15/19,Closed
19C53072  ,2/15/19,Active/C
19C53075  ,2/15/19,Closed
19C53074  ,2/15/19,Closed
19C53073  ,2/15/19,Closed
19C53080  ,2/15/19,Closed
19C53173  ,2/18/19,Active/C
19C53177  ,2/18/19,Active
19C53178  ,2/18/19,Closed
19C53183  ,2/19/19,Active/C
19C53184  ,2/19/19,Closed
19C53186  ,2/19/19,Active/C
19C53187  ,2/19/19,Active/C
19C53190  ,2/19/19,Active/C
19C53381  ,2/19/19,Active/C
19C53482  ,2/19/19,Closed
19C53127  ,2/19/19,Active/C
19C53130  ,2/19/19,Closed
19C53129  ,2/19/19,Active/C
19C53128  ,2/19/19,Active/C
19C53135  ,2/19/19,Active/C
19C53137  ,2/19/19,Active/C
19C53133  ,2/19/19,Closed
19C53131  ,2/19/19,Closed
19C53134  ,2/19/19,Closed
19C53136  ,2/19/19,Closed
19C53132  ,2/19/19,Active/C
19C53140  ,2/19/19,Closed
19C53142  ,2/19/19,Closed
19C53141  ,2/19/19,Active/C
19C53139  ,2/19/19,Closed
19C53144  ,2/19/19,Active/C
19C53138  ,2/19/19,Closed
19C53143  ,2/19/19,Closed
19C53147  ,2/19/19,Closed
19C53148  ,2/19/19,Active/C
19C53146  ,2/19/19,Closed
19C53145  ,2/19/19,Active/C
19C53577  ,2/20/19,Active/C
19C53160  ,2/20/19,Active/C
19C53578  ,2/20/19,Closed
19C53492  ,2/20/19,Closed
19C53493  ,2/20/19,Active/C
19C53579  ,2/20/19,Active/C
19C53204  ,2/20/19,Closed
19C53211  ,2/20/19,Active/C
19C53210  ,2/20/19,Closed
19C53209  ,2/20/19,Closed
19C53212  ,2/20/19,Closed
19C53213  ,2/20/19,Closed
19C53208  ,2/20/19,Closed
19C53215  ,2/20/19,Active/C
19C53216  ,2/20/19,Active/C
19C53214  ,2/20/19,Active/C
19C53217  ,2/20/19,Active/C
19C53223  ,2/20/19,Closed
19C53218  ,2/20/19,Closed
19C53220  ,2/20/19,Active/C
19C53221  ,2/20/19,Active/C
19C53219  ,2/20/19,Closed
19C53222  ,2/20/19,Closed
19C53226  ,2/20/19,Active/C
19C53224  ,2/20/19,Closed
19C53225  ,2/20/19,Closed
19C53230  ,2/20/19,Active/C
19C53232  ,2/20/19,Active/C
19C53229  ,2/20/19,Active/C
19C53231  ,2/20/19,Closed
19C53227  ,2/20/19,Closed
19C53233  ,2/20/19,Closed
19C53228  ,2/20/19,Active/C
19C53237  ,2/20/19,Closed
19C53238  ,2/20/19,Closed
19C53234  ,2/20/19,Active/C
19C53236  ,2/20/19,Closed
19C53239  ,2/20/19,Active/C
19C53235  ,2/20/19,Active/C
19C53242  ,2/20/19,Active/C
19C53245  ,2/20/19,Active/C
19C53240  ,2/20/19,Active/C
19C53243  ,2/20/19,Active/C
19C53244  ,2/20/19,Closed
19C53241  ,2/20/19,Closed
19C53248  ,2/20/19,Active/C
19C53251  ,2/20/19,Active/C
19C53247  ,2/20/19,Active/C
19C53250  ,2/20/19,Closed
19C53246  ,2/20/19,Closed
19C53249  ,2/20/19,Closed
19C53255  ,2/20/19,Closed
19C53252  ,2/20/19,Active/C
19C53253  ,2/20/19,Closed
19C53256  ,2/20/19,Active/C
19C53254  ,2/20/19,Active/C
19C53259  ,2/20/19,Active/C
19C53257  ,2/20/19,Closed
19C53260  ,2/20/19,Closed
19C53261  ,2/20/19,Closed
19C53262  ,2/20/19,Active/C
19C53258  ,2/20/19,Closed
19C53265  ,2/20/19,Active/C
19C53269  ,2/20/19,Closed
19C53267  ,2/20/19,Closed
19C53268  ,2/20/19,Active/C
19C53266  ,2/20/19,Active/C
19C53263  ,2/20/19,Closed
19C53264  ,2/20/19,Closed
19C53278  ,2/20/19,Closed
19C53279  ,2/20/19,Closed
19C53270  ,2/20/19,Closed
19C53272  ,2/20/19,Active/C
19C53271  ,2/20/19,Closed
19C53277  ,2/20/19,Active/C
19C53273  ,2/20/19,Active/C
19C53286  ,2/20/19,Closed
19C53283  ,2/20/19,Active/C
19C53280  ,2/20/19,Active/C
19C53285  ,2/20/19,Closed
19C53282  ,2/20/19,Active/C
19C53284  ,2/20/19,Active/C
19C53281  ,2/20/19,Closed
19C53293  ,2/20/19,Active/C
19C53294  ,2/20/19,Closed
19C53288  ,2/20/19,Closed
19C53291  ,2/20/19,Active/C
19C53290  ,2/20/19,Closed
19C53292  ,2/20/19,Active/C
19C53289  ,2/20/19,Closed
19C53296  ,2/20/19,Active/C
19C53299  ,2/20/19,Active/C
19C53298  ,2/20/19,Active/C
19C53295  ,2/20/19,Closed
19C53300  ,2/20/19,Active/C
19C53301  ,2/20/19,Closed
19C53297  ,2/20/19,Active/C
19C53302  ,2/20/19,Active/C
19C53580  ,2/21/19,Closed
19C53494  ,2/21/19,Active/C
19C53495  ,2/21/19,Active/C
19C53496  ,2/21/19,Closed
19C53582  ,2/22/19,Active/C
19C53585  ,2/22/19,Active/C
